concept,symbol
Chemical_MESH_D010894,Piroxicam
Chemical_MESH_D001414,Bacitracin
Chemical_MESH_D002117,Calcitriol
Chemical_MESH_D004061,Diflunisal
Chemical_MESH_D004221,Disulfiram
Chemical_MESH_D007660,Ketoprofen
Chemical_MESH_C031389,Resorcinol
Chemical_MESH_D015766,Albendazole
Chemical_MESH_D002207,Capreomycin sulfate
Chemical_MESH_D006220,Haloperidol
Chemical_MESH_D019840,Isopropyl alcohol
Chemical_MESH_C061302,Scopolamine
Chemical_MESH_D008730,Methoxsalen
Chemical_MESH_D004917,Erythromycin
Chemical_MESH_D007213,Indomethacin
Chemical_MESH_D008727,Methotrexate
Chemical_MESH_D011285,Pregnenolone
Chemical_MESH_D011718,Pyrazinamide
Chemical_MESH_D013420,Trimethoprim
Chemical_MESH_D000324,Corticotropin
Chemical_MESH_D064692,Hyoscyamine
Chemical_MESH_D010837,Phytonadione
Chemical_MESH_C029804,Parachlorophenol
Chemical_MESH_D000804,Angiotensin II
Chemical_MESH_D008528,Mefenamic acid
Chemical_MESH_D010696,Phloroglucinol
Chemical_MESH_D013738,Testolactone
Chemical_MESH_D012500,Santonin
Chemical_MESH_D015649,Pentostatin
Chemical_MESH_C119129,Glycyrrhetinic acid
Chemical_MESH_C061243,Glycyrrhizin
Chemical_MESH_D014046,Tolmetin sodium
Chemical_MESH_C013997,Frentizole
Chemical_MESH_D015119,Aminocaproic acid
Chemical_MESH_D015122,Mercaptopurine
Chemical_MESH_D010131,Aminosalicylic acid
Chemical_MESH_D002635,Chenodiol
Chemical_MESH_C014794,Retinol palmitate
Chemical_MESH_C021650,Hydrocortisone acetate
Chemical_MESH_C546561,Cyanocobalamin
Chemical_MESH_D004112,Dimercaprol
Chemical_MESH_D003561,Cytarabine
Chemical_MESH_D008469,Meclofenamate sodium
Chemical_MESH_D006923,Hymecromone
Chemical_MESH_D007444,Inulin
Chemical_MESH_C103587,Eptacog alfa
Chemical_MESH_C001546,Evodia fruit
Chemical_MESH_C004480,gamma-Amino-beta-hydroxybutyric acid
Chemical_MESH_D002233,L-Carbocisteine
Chemical_MESH_D013973,Protirelin
Chemical_MESH_D014814,Methylmethionine sulfonium chloride
Chemical_MESH_C028435,Octopamine hydrochloride
Chemical_MESH_D015114,Androstenediol
Chemical_MESH_D000527,Alprostadil
Chemical_MESH_C031942,Argatroban
Chemical_MESH_D009640,Norethindrone
Chemical_MESH_D009268,Nalidixic acid
Chemical_MESH_D016572,Cyclosporine
Chemical_MESH_C009341,Estriol
Chemical_MESH_D002939,Ciprofloxacin
Chemical_MESH_D004872,Ergocalciferol
Chemical_MESH_C033556,Cholecalciferol
Chemical_MESH_D011276,Pregnanediol
Chemical_MESH_D014805,Vitamin B12
Chemical_MESH_D010626,Phenylethyl alcohol
Chemical_MESH_C007288,Dexpanthenol
Chemical_MESH_D003061,Codeine
Chemical_MESH_D010830,Physostigmine
Chemical_MESH_D012110,Reserpine
Chemical_MESH_C084826,Rescinnamine
Chemical_MESH_D000404,Ajmaline
Chemical_MESH_D002392,Cianidanol
Chemical_MESH_D013752,Tetracycline
Chemical_MESH_D009761,Nystatin
Chemical_MESH_C068538,Amphotericin B
Chemical_MESH_D000667,Ampicillin
Chemical_MESH_D010118,Oxytetracycline
Chemical_MESH_D015378,Imipenem
Chemical_MESH_D016685,Mitomycin
Chemical_MESH_D006118,Griseofulvin
Chemical_MESH_D009643,Norfloxacin
Chemical_MESH_D012293,Rifampin
Chemical_MESH_D014640,Vancomycin
Chemical_MESH_D005672,Fusidate sodium
Chemical_MESH_D003609,Dactinomycin
Chemical_MESH_C032758,Trolamine
Chemical_MESH_D020909,Acarbose
Chemical_MESH_D000082,Acetaminophen
Chemical_MESH_D000086,Acetazolamide
Chemical_MESH_D000092,Acetohexamide
Chemical_MESH_C006358,Acetohydroxamic acid
Chemical_MESH_D000111,Acetylcysteine
Chemical_MESH_D000212,Acyclovir
Chemical_MESH_D008034,Lincomycin
Chemical_MESH_D000493,Allopurinol
Chemical_MESH_D000525,Alprazolam
Chemical_MESH_D004999,Amifostine
Chemical_MESH_D000628,Aminophylline
Chemical_MESH_D000657,Amoxapine
Chemical_MESH_D000658,Amoxicillin
Chemical_MESH_D000676,Inamrinone
Chemical_MESH_C100237,Anisotropine methylbromide
Chemical_MESH_D000875,Anthralin
Chemical_MESH_D016589,Astemizole
Chemical_MESH_D001262,Atenolol
Chemical_MESH_D053626,Atovaquone
Chemical_MESH_D001310,Auranofin
Chemical_MESH_D001379,Azathioprine
Chemical_MESH_D001398,Aztreonam
Chemical_MESH_D001418,Baclofen
Chemical_MESH_C029755,Benzonatate
Chemical_MESH_C100234,Benzquinamide
Chemical_MESH_D001623,Betamethasone
Chemical_MESH_D001726,Bisacodyl
Chemical_MESH_D019819,Budesonide
Chemical_MESH_D002034,Bumetanide
Chemical_MESH_D002066,Busulfan
Chemical_MESH_C028815,Calcitonin salmon
Chemical_MESH_D002211,Capsaicin
Chemical_MESH_C044959,Captopril
Chemical_MESH_D002220,Carbamazepine
Chemical_MESH_D002330,Carmustine
Chemical_MESH_D002433,Cefaclor
Chemical_MESH_D002434,Cefadroxil
Chemical_MESH_D020682,Cefixime
Chemical_MESH_C012653,Ceforanide
Chemical_MESH_D015313,Cefotetan
Chemical_MESH_C052018,Cefprozil
Chemical_MESH_D002444,Cefuroxime
Chemical_MESH_C014253,Cefalexin
Chemical_MESH_D002515,Cephradine
Chemical_MESH_D002697,Chloral hydrate
Chemical_MESH_C108460,Chlorambucil
Chemical_MESH_D002707,Chlordiazepoxide
Chemical_MESH_D002720,Chlormezanone
Chemical_MESH_D002741,Chlorotrianisene
Chemical_MESH_D002746,Chlorpromazine
Chemical_MESH_D002747,Chlorpropamide
Chemical_MESH_D002752,Chlorthalidone
Chemical_MESH_C493733,Cidofovir
Chemical_MESH_D020117,Cisapride
Chemical_MESH_D002945,Cisplatin
Chemical_MESH_D017291,Clarithromycin
Chemical_MESH_D002981,Clindamycin
Chemical_MESH_D002991,Clofazimine
Chemical_MESH_C036948,Clofibrate
Chemical_MESH_D002998,Clonazepam
Chemical_MESH_D003000,Clonidine
Chemical_MESH_D003022,Clotrimazole
Chemical_MESH_D003024,Clozapine
Chemical_MESH_D003366,Cosyntropin
Chemical_MESH_D003495,Cyclandelate
Chemical_MESH_D003520,Cyclophosphamide
Chemical_MESH_D003606,Dacarbazine
Chemical_MESH_D003613,Danazol
Chemical_MESH_D003707,Demeclocycline hydrochloride
Chemical_MESH_D003894,Desmopressin
Chemical_MESH_D003907,Dexamethasone
Chemical_MESH_D003975,Diazepam
Chemical_MESH_D003981,Diazoxide
Chemical_MESH_D002927,Cimetidine
Chemical_MESH_D016049,Didanosine
Chemical_MESH_D000112,Digitoxin
Chemical_MESH_D004077,Digoxin
Chemical_MESH_D004097,Dihydrotachysterol
Chemical_MESH_D004155,Diphenhydramine
Chemical_MESH_D004176,Dipyridamole
Chemical_MESH_D004206,Disopyramide
Chemical_MESH_D014635,Divalproex sodium
Chemical_MESH_D004143,Docusate sodium
Chemical_MESH_D013759,Dronabinol
Chemical_MESH_D004318,Doxycycline
Chemical_MESH_D004329,Droperidol
Chemical_MESH_C006308,Metoprine
Chemical_MESH_D015365,Enoxacin
Chemical_MESH_D004949,Estazolam
Chemical_MESH_C017296,Estrone sodium sulfate
Chemical_MESH_D004976,Ethacrynic acid
Chemical_MESH_D012968,Etidronate disodium
Chemical_MESH_D017308,Etodolac
Chemical_MESH_D005050,Etretinate
Chemical_MESH_D015738,Famotidine
Chemical_MESH_D015736,Felodipine
Chemical_MESH_D005283,Fentanyl
Chemical_MESH_D018120,Finasteride
Chemical_MESH_D015725,Fluconazole
Chemical_MESH_D005437,Flucytosine
Chemical_MESH_C007734,Flunisolide
Chemical_MESH_D005447,Fluocinonide
Chemical_MESH_D005473,Fluoxetine
Chemical_MESH_D005474,Fluoxymesterone
Chemical_MESH_D005478,Flurandrenolide
Chemical_MESH_D005479,Flurazepam
Chemical_MESH_D005480,Flurbiprofen
Chemical_MESH_D005665,Furosemide
Chemical_MESH_C103257,Gabapentin
Chemical_MESH_D015774,Ganciclovir
Chemical_MESH_D015248,Gemfibrozil
Chemical_MESH_D005913,Glipizide
Chemical_MESH_D005905,Glyburide
Chemical_MESH_D006140,Guaifenesin
Chemical_MESH_C010175,Halazepam
Chemical_MESH_C100276,Haloprogin
Chemical_MESH_D006852,Hydrochlorothiazide
Chemical_MESH_C017772,Hydroxyurea
Chemical_MESH_D007065,Idoxuridine
Chemical_MESH_D007069,Ifosfamide
Chemical_MESH_D007190,Indapamide
Chemical_MESH_D007538,Isoniazid
Chemical_MESH_D007548,Isosorbide
Chemical_MESH_D015474,Isotretinoin
Chemical_MESH_D017275,Isradipine
Chemical_MESH_D017964,Itraconazole
Chemical_MESH_D007654,Ketoconazole
Chemical_MESH_D007792,Lactulose
Chemical_MESH_D019259,Lamivudine
Chemical_MESH_C074259,Lamotrigine
Chemical_MESH_D064747,Lansoprazole
Chemical_MESH_D019808,Losartan potassium
Chemical_MESH_D008012,Lidocaine
Chemical_MESH_D008148,Lovastatin
Chemical_MESH_D001556,Lindane
Chemical_MESH_C018539,Liotrix
Chemical_MESH_D017706,Lisinopril
Chemical_MESH_D008130,Lomustine
Chemical_MESH_D017336,Loratadine
Chemical_MESH_D008140,Lorazepam
Chemical_MESH_D008236,Lypressin
Chemical_MESH_D008454,Mazindol
Chemical_MESH_D008463,Mebendazole
Chemical_MESH_D008558,Melphalan
Chemical_MESH_D013693,Temazepam
Chemical_MESH_D013806,Theophylline
Chemical_MESH_D013827,Thiabendazole
Chemical_MESH_D013881,Thioridazine
Chemical_MESH_D013888,Thiothixene
Chemical_MESH_D008617,Mephenytoin
Chemical_MESH_D008620,Meprobamate
Chemical_MESH_D019804,Mesalamine
Chemical_MESH_D013999,Timolol
Chemical_MESH_D014042,Tolazamide
Chemical_MESH_D014044,Tolbutamide
Chemical_MESH_D014047,Tolnaftate
Chemical_MESH_C052035,Trandolapril
Chemical_MESH_D014215,Triacetin
Chemical_MESH_D014221,Triamcinolone
Chemical_MESH_D014223,Triamterene
Chemical_MESH_D014229,Triazolam
Chemical_MESH_D008696,Metandienone
Chemical_MESH_D014273,Triflupromazine
Chemical_MESH_D014271,Trifluridine
Chemical_MESH_D014293,Trimethadione
Chemical_MESH_C011481,Methenamine
Chemical_MESH_D014299,Trimipramine
Chemical_MESH_C549564,Troglitazone
Chemical_MESH_D020911,Tromethamine
Chemical_MESH_D014331,Tropicamide
Chemical_MESH_D014635,Valproic acid
Chemical_MESH_C549068,Valsartan
Chemical_MESH_D008713,Methimazole
Chemical_MESH_D008721,Methocarbamol
Chemical_MESH_D008728,Methotrimeprazine
Chemical_MESH_C100286,Methsuximide
Chemical_MESH_D008750,Methyldopa
Chemical_MESH_D014740,Vidarabine
Chemical_MESH_D008775,Methylprednisolone
Chemical_MESH_D008777,Methyltestosterone
Chemical_MESH_D008795,Metronidazole
Chemical_MESH_D008797,Metyrapone
Chemical_MESH_C062735,Zafirlukast
Chemical_MESH_D016047,Zalcitabine
Chemical_MESH_D015215,Zidovudine
Chemical_MESH_C063449,Zileuton
Chemical_MESH_C089750,Zolmitriptan
Chemical_MESH_D008825,Miconazole
Chemical_MESH_D020105,Milrinone
Chemical_MESH_D008914,Minoxidil
Chemical_MESH_D016595,Misoprostol
Chemical_MESH_D008939,Mitotane
Chemical_MESH_C052549,Ramipril
Chemical_MESH_D011899,Ranitidine
Chemical_MESH_D012254,Ribavirin
Chemical_MESH_D017828,Rifabutin
Chemical_MESH_D018967,Risperidone
Chemical_MESH_D019438,Ritonavir
Chemical_MESH_C014182,Salsalate
Chemical_MESH_D019258,Saquinavir
Chemical_MESH_D012631,Secobarbital
Chemical_MESH_D008788,Metolazone
Chemical_MESH_D009248,Nadolol
Chemical_MESH_D012837,Sulfadiazine
Chemical_MESH_D019821,Simvastatin
Chemical_MESH_D019829,Nevirapine
Chemical_MESH_D009534,Niclosamide
Chemical_MESH_D009543,Nifedipine
Chemical_MESH_D009553,Nimodipine
Chemical_MESH_D009582,Nitrofurantoin
Chemical_MESH_D016567,Nizatidine
Chemical_MESH_C104570,Octabenzone
Chemical_MESH_D015282,Octreotide
Chemical_MESH_D013148,Spironolactone
Chemical_MESH_D013197,Stanozolol
Chemical_MESH_D018119,Stavudine
Chemical_MESH_D013392,Sucralfate
Chemical_MESH_D013420,Sulfamethoxazole
Chemical_MESH_D012460,Sulfasalazine
Chemical_MESH_D013442,Sulfinpyrazone
Chemical_MESH_D013444,Sulfisoxazole
Chemical_MESH_D018170,Sumatriptan
Chemical_MESH_D013496,Suprofen
Chemical_MESH_D015242,Ofloxacin
Chemical_MESH_C492572,Olanzapine
Chemical_MESH_D009853,Omeprazole
Chemical_MESH_D017294,Ondansetron
Chemical_MESH_C025130,Quazepam
Chemical_MESH_D006852,Quinapril hydrochloride
Chemical_MESH_D010073,Oxamniquine
Chemical_MESH_C050700,Quinethazone
Chemical_MESH_D010074,Oxandrolone
Chemical_MESH_C050117,Oxaprozin
Chemical_MESH_D010076,Oxazepam
Chemical_MESH_C005419,Oxybutynin
Chemical_MESH_D010878,Piperacillin sodium
Chemical_MESH_D010885,Pipobroman
Chemical_MESH_D008926,Plicamycin
Chemical_MESH_C028797,Pralidoxime chloride
Chemical_MESH_D011222,Prazepam
Chemical_MESH_D011223,Praziquantel
Chemical_MESH_D011239,Prednisolone
Chemical_MESH_D011241,Prednisone
Chemical_MESH_D011324,Primidone
Chemical_MESH_D011339,Probenecid
Chemical_MESH_D011341,Probucol
Chemical_MESH_D011342,Procainamide hydrochloride
Chemical_MESH_D011344,Procarbazine hydrochloride
Chemical_MESH_D011346,Prochlorperazine maleate
Chemical_MESH_D011398,Promethazine hydrochloride
Chemical_MESH_D011413,Propantheline bromide
Chemical_MESH_D011431,Propoxyphene hydrochloride
Chemical_MESH_D011433,Propranolol hydrochloride
Chemical_MESH_D011530,Protriptyline hydrochloride
Chemical_MESH_D054199,Pseudoephedrine hydrochloride
Chemical_MESH_D011716,Pyrantel pamoate
Chemical_MESH_D011729,Pyridostigmine bromide
Chemical_MESH_C001205,Pyrimethamine
Chemical_MESH_C024631,Pyrvinium pamoate
Chemical_MESH_D010110,Oxymetholone
Chemical_MESH_D017239,Paclitaxel
Chemical_MESH_D010197,Pancuronium bromide
Chemical_MESH_D011346,Prochlorperazine
Chemical_MESH_D011398,Promethazine
Chemical_MESH_C005731,Paramethadione
Chemical_MESH_D010396,Penicillamine
Chemical_MESH_D010404,Penicillin V potassium
Chemical_MESH_D010423,Pentazocine
Chemical_MESH_D010424,Pentobarbital
Chemical_MESH_D010424,Pentobarbital sodium
Chemical_MESH_D010431,Pentoxifylline
Chemical_MESH_D010479,Pergolide mesylate
Chemical_MESH_D010546,Perphenazine
Chemical_MESH_C005396,Phenacemide
Chemical_MESH_D010624,Phenelzine sulfate
Chemical_MESH_D010634,Phenobarbital
Chemical_MESH_D010643,Phenoxybenzamine hydrochloride
Chemical_MESH_C100129,Phensuximide
Chemical_MESH_D010646,Phentolamine mesylate
Chemical_MESH_D010653,Phenylbutazone
Chemical_MESH_D010656,Phenylephrine hydrochloride
Chemical_MESH_D010672,Phenytoin
Chemical_MESH_D010869,Pindolol
Chemical_MESH_D020927,Dexmedetomidine
Chemical_MESH_D005996,Nitroglycerin
Chemical_MESH_D007548,Isosorbide dinitrate
Chemical_MESH_D000680,Amyl nitrite
Chemical_MESH_D004005,Dichlorphenamide
Chemical_MESH_D002740,Chlorothiazide
Chemical_MESH_D004111,Dimenhydrinate
Chemical_MESH_D016593,Terfenadine
Chemical_MESH_C077793,Candesartan
Chemical_MESH_D006852,Irbesartan
Chemical_MESH_D002217,Carbachol
Chemical_MESH_D010862,Pilocarpine
Chemical_MESH_D004205,Cromolyn sodium
Chemical_MESH_D017835,Nedocromil sodium
Chemical_MESH_C026189,Caffeine
Chemical_MESH_C093875,Montelukast sodium
Chemical_MESH_C085665,Zaleplon
Chemical_MESH_D009567,Nitrazepam
Chemical_MESH_D005984,Glutethimide
Chemical_MESH_D008294,Malathion
Chemical_MESH_D020888,Vigabatrin
Chemical_MESH_D010645,Topiramate
Chemical_MESH_D005013,Ethosuximide
Chemical_MESH_D006024,Glycopyrrolate
Chemical_MESH_D006826,Hycanthone
Chemical_MESH_D006221,Halothane
Chemical_MESH_D004737,Enflurane
Chemical_MESH_D008733,Methoxyflurane
Chemical_MESH_D007530,Isoflurane
Chemical_MESH_D005045,Etomidate
Chemical_MESH_D015742,Propofol
Chemical_MESH_D008874,Midazolam
Chemical_MESH_D013748,Tetracaine
Chemical_MESH_D001566,Benzocaine
Chemical_MESH_D011318,Prilocaine
Chemical_MESH_D004997,Ethinyl estradiol
Chemical_MESH_D000654,Amobarbital
Chemical_MESH_D000632,Aminopyrine
Chemical_MESH_D008702,Methaqualone
Chemical_MESH_D002230,Carbidopa
Chemical_MESH_D010868,Pimozide
Chemical_MESH_C066304,Sertindole
Chemical_MESH_D011441,Propylthiouracil
Chemical_MESH_C517417,Mirtazapine
Chemical_MESH_D014859,Warfarin sodium
Chemical_MESH_D011345,Fenofibrate
Chemical_MESH_D012980,Sodium salicylate
Chemical_MESH_C575808,Celecoxib
Chemical_MESH_C116926,Rofecoxib
Chemical_MESH_D010615,Phenacetin
Chemical_MESH_C016457,Colchicine
Chemical_MESH_D004113,Succimer
Chemical_MESH_D017273,Goserelin acetate
Chemical_MESH_D000616,Aminoglutethimide
Chemical_MESH_D008656,Mestranol
Chemical_MESH_D011800,Quinestrol
Chemical_MESH_C000937,Diethylstilbestrol
Chemical_MESH_D065819,Voriconazole
Chemical_MESH_D017245,Foscarnet sodium
Chemical_MESH_D013413,Sulfadoxine
Chemical_MESH_D004103,Iodoquinol
Chemical_MESH_D000967,Sodium stibogluconate
Chemical_MESH_D013852,Thiotepa
Chemical_MESH_D005472,Fluorouracil
Chemical_MESH_C052945,Mifepristone
Chemical_MESH_D005485,Flutamide
Chemical_MESH_D012837,Sulfadiazine
Chemical_MESH_D064704,Levofloxacin
Chemical_MESH_C061363,Sparfloxacin
Chemical_MESH_D005000,Ethionamide
Chemical_MESH_D003622,Dapsone
Chemical_MESH_C057619,Glimepiride
Chemical_MESH_C072379,Repaglinide
Chemical_MESH_D002026,Buformin
Chemical_MESH_C471074,Rosiglitazone maleate
Chemical_MESH_D000070,Acebutolol hydrochloride
Chemical_MESH_D015784,Betaxolol hydrochloride
Chemical_MESH_D002354,Carteolol hydrochloride
Chemical_MESH_D007741,Labetalol hydrochloride
Chemical_MESH_D008790,Metoprolol tartrate
Chemical_MESH_D010394,Penbutolol sulfate
Chemical_MESH_D013999,Timolol maleate
Chemical_MESH_D003000,Clonidine hydrochloride
Chemical_MESH_D006143,Guanabenz acetate
Chemical_MESH_D016316,Guanfacine hydrochloride
Chemical_MESH_C004945,Guanadrel sulfate
Chemical_MESH_D017292,Doxazosin mesylate
Chemical_MESH_D011224,Prazosin hydrochloride
Chemical_MESH_C041226,Terazosin hydrochloride
Chemical_MESH_D008464,Mecamylamine hydrochloride
Chemical_MESH_D018818,Fenoldopam mesylate
Chemical_MESH_D009599,Sodium nitroprusside
Chemical_MESH_D017311,Amlodipine besylate
Chemical_MESH_D004110,Diltiazem hydrochloride
Chemical_MESH_D009529,Nicardipine hydrochloride
Chemical_MESH_D015737,Nisoldipine
Chemical_MESH_D014700,Verapamil hydrochloride
Chemical_MESH_C044946,Benazepril hydrochloride
Chemical_MESH_D004656,Enalapril maleate
Chemical_MESH_C046965,Fosinopril sodium
Chemical_MESH_C058302,Moexipril hydrochloride
Chemical_MESH_C053500,Perindopril erbumine
Chemical_MESH_C045621,Miglitol
Chemical_MESH_C077793,Candesartan cilexetil
Chemical_MESH_C548840,Telmisartan
Chemical_MESH_D009568,Nitrendipine
Chemical_MESH_C030397,Isosorbide mononitrate
Chemical_MESH_D004280,Dobutamine hydrochloride
Chemical_MESH_D004298,Dopamine hydrochloride
Chemical_MESH_D017298,Bisoprolol fumarate
Chemical_MESH_D008790,Metoprolol succinate
Chemical_MESH_D000638,Amiodarone hydrochloride
Chemical_MESH_D004206,Disopyramide phosphate
Chemical_MESH_D005424,Flecainide acetate
Chemical_MESH_D008801,Mexiletine hydrochloride
Chemical_MESH_D011405,Propafenone hydrochloride
Chemical_MESH_C026546,Quinfamide
Chemical_MESH_C016713,Quinidine gluconate
Chemical_MESH_C047144,Quinidine polygalacturonate
Chemical_MESH_C036604,Esmolol hydrochloride
Chemical_MESH_D001950,Bretylium tosylate
Chemical_MESH_C109909,Tolterodine
Chemical_MESH_C063533,Dofetilide
Chemical_MESH_C067192,Ibutilide fumarate
Chemical_MESH_D000584,Amiloride hydrochloride
Chemical_MESH_D001539,Bendroflumethiazide
Chemical_MESH_C004463,Benzthiazide
Chemical_MESH_C111827,Brinzolamide
Chemical_MESH_C062765,Dorzolamide hydrochloride
Chemical_MESH_D006857,Hydroflumethiazide
Chemical_MESH_D008704,Methazolamide
Chemical_MESH_D008736,Methyclothiazide
Chemical_MESH_D011139,Polythiazide
Chemical_MESH_D014237,Trichlormethiazide
Chemical_MESH_C020976,Azelastine hydrochloride
Chemical_MESH_C000594038,Tazobactam
Chemical_MESH_C059240,Cevimeline hydrochloride
Chemical_MESH_C006656,Azatadine maleate
Chemical_MESH_D001977,Brompheniramine maleate
Chemical_MESH_D017332,Cetirizine hydrochloride
Chemical_MESH_D002744,Chlorpheniramine maleate
Chemical_MESH_D002974,Clemastine fumarate
Chemical_MESH_C100193,Demecarium bromide
Chemical_MESH_C018904,Dexchlorpheniramine maleate
Chemical_MESH_D004155,Diphenhydramine hydrochloride
Chemical_MESH_D008559,Donepezil hydrochloride
Chemical_MESH_C093230,Fexofenadine hydrochloride
Chemical_MESH_D006919,Hydroxyzine hydrochloride
Chemical_MESH_D011899,Ranitidine hydrochloride
Chemical_MESH_C106783,Naratriptan hydrochloride
Chemical_MESH_C093622,Rizatriptan benzoate
Chemical_MESH_D018170,Sumatriptan succinate
Chemical_MESH_D017829,Granisetron hydrochloride
Chemical_MESH_D004878,Ergotamine tartrate
Chemical_MESH_D008755,Methylergonovine maleate
Chemical_MESH_D008784,Methysergide maleate
Chemical_MESH_C062843,Carboprost tromethamine
Chemical_MESH_D000420,Albuterol sulfate
Chemical_MESH_C011685,Bitolterol mesylate
Chemical_MESH_D009921,Metaproterenol sulfate
Chemical_MESH_C009118,Pirbuterol acetate
Chemical_MESH_D013726,Terbutaline sulfate
Chemical_MESH_D001507,Beclomethasone dipropionate
Chemical_MESH_D004400,Dyphylline
Chemical_MESH_D002707,Chlordiazepoxide hydrochloride
Chemical_MESH_D003009,Clorazepate dipotassium
Chemical_MESH_D005479,Flurazepam hydrochloride
Chemical_MESH_D008874,Midazolam hydrochloride
Chemical_MESH_D005442,Flumazenil
Chemical_MESH_C006470,Aprobarbital
Chemical_MESH_C084833,Butabarbital sodium
Chemical_MESH_C022301,Mephobarbital
